全局序号,唯一充电站ID,充电站名称,行政区,具体地址,经度,纬度,充电桩类型,联系电话,爬取关键词,爬取时间,站平均评分,站有效评论数,充电速度（0-5分）,价格性价比（0-5分）,设施完整性（0-5分）,环境卫生（0-5分）,位置便利性（0-5分）,服务态度（0-5分）,支付便捷性（0-5分）,安全保障（0-5分）
1310,站_3957,汽车充电站(云快充能量驰罗塘义梅大酒店充电站),长丰县,罗塘乡206国道与029乡道交叉口南200米义梅大酒店门口,117.070545,32.453247,汽车服务;充电站;充电站,15868449932,新能源汽车充电桩,2026/1/27 20:42,4.6,12,2.511,3.929,3.281,3.747,2.871,2.864,4.138,3.53
1311,站_1450,小桔充电汽车充电站(合肥北城世纪金源大饭店充电站),长丰县,金源大道1号合肥北城世纪金源大饭店停车场,117.247893,31.997154,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:42,3.9,21,3.615,3.898,2.66,3.633,3.42,3.004,2.711,3.575
1312,站_7112,合肥充电北城梅冲湖公园充电站,长丰县,君豪路与梅冲支路交口梅冲湖公园停车场,117.250259,31.995556,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.7,18,2.914,4.208,3.224,3.64,2.055,3.821,3.174,2.885
1313,站_5865,小桔充电汽车充电站(双杰合肥市吴山镇充电站),长丰县,双杰合肥吴山充换电站,117.09545,32.09,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:42,4.5,17,3.809,3.768,3.703,3.906,2.511,3.286,3.606,3.803
1314,站_6846,皖小能电动汽车换电站(濛河路站),长丰县,濛河路与兴隆路交叉口东160米,117.249931,32.010473,汽车服务;汽车服务相关;汽车服务相关,,新能源汽车充电桩,2026/1/27 20:42,4.5,19,2.535,4.161,3.308,3.963,2.317,3.848,3.629,3.256
1315,站_7096,合肥充电长丰县下塘镇停车场充电站,长丰县,新合水路下塘停车场,117.215339,32.234263,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,4.3,28,3.051,3.968,3.38,3.434,2.585,2.929,2.647,3.266
1316,站_1444,充电站,长丰县,双墩镇魏武路1号,117.252753,31.984068,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,4.1,8,2.851,3.691,3.158,3.379,3.306,2.835,3.741,3.229
1317,站_3088,闪烁充电长丰体育馆超级汽车充电站,长丰县,长丰体育公园体育馆,117.160572,32.468817,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.6,28,3.938,3.474,3.142,3.063,2.448,3.17,3.216,3.595
1318,站_6922,特来电汽车充电站(宝湾国际充电站),长丰县,长丰双凤开发区淮南路22号宝湾国际东南角,117.29677,31.940811,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:42,3.9,28,3.525,3.144,2.842,2.977,3.79,3.22,2.659,3.91
1319,站_5828,皖小能汽车充电站(吴山镇东岗社区)(暂停营业),长丰县,吴山镇东岗社区053县道西50米,117.06466,32.070477,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.7,8,3.244,4.288,3.178,2.889,2.976,3.774,3.652,3.189
1320,站_1590,云快充汽车充电站(合来电长丰县百福家园),长丰县,水湖镇长寿路南门,117.16823,32.480633,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:42,3.6,20,2.649,3.942,2.913,3.294,2.832,3.633,4.135,2.936
1321,站_8409,驴充充汽车充电站(粮食加工厂),长丰县,沛双路粮食加工厂,117.29752,32.082817,汽车服务;充电站;充电站,0797-966999,新能源汽车充电桩,2026/1/27 20:42,4.5,8,3.682,4.094,2.993,2.908,2.517,2.832,3.097,3.845
1322,站_7666,达克云汽车充电站(安徽合美材料科技有限公司充电站),长丰县,下塘镇建业大道与红旗路交口,117.24849,32.18045,汽车服务;充电站;充电站,4006717555,新能源汽车充电桩,2026/1/27 20:42,3.8,11,3.337,3.862,3.393,3.795,2.418,3.787,3.811,3.785
1323,站_4754,小朗充电汽车充电站(长丰县世纪金源共享充电站),长丰县,双墩镇规划路世纪金源购物中心(北城店)地下车库负2层,117.24396,32.004257,汽车服务;充电站;充电站,4008006700,新能源汽车充电桩,2026/1/27 20:42,3.3,19,3.765,3.64,3.917,3.717,3.651,3.36,3.329,3.064
1324,站_3574,蔚景云汽车充电站(长丰双墩锐鑫快充电站罗集国家电网红绿灯处正对面),长丰县,双墩镇合水路(红绿灯国家电网)对面,117.249825,32.104862,汽车服务;充电站;充电站,13221977778;4000826699,新能源汽车充电桩,2026/1/27 20:42,3.6,27,3.31,4.262,3.686,3.069,2.464,3.229,2.82,3.01
1325,站_1619,蔚景云汽车充电站(创科智充),长丰县,双墩镇润梅路11号凤梅家园,117.25024,31.978891,汽车服务;充电站;充电站,4006803880,新能源汽车充电桩,2026/1/27 20:42,4.5,14,2.953,4.334,2.933,3.484,2.596,2.959,3.318,3.592
1326,站_4635,汽车充电站( 咔咔电姆快充充电站),长丰县,322省道,117.353211,32.362763,汽车服务;充电站;充电站,13956911738,新能源汽车充电桩,2026/1/27 20:42,3.6,27,2.944,4.364,3.235,3.32,2.464,3.49,3.308,3.199
1327,站_8050,理想超级充电站(理想5C超充站滁新高速杜集服务区新蔡方向),长丰县,杜集服务区,117.30231,32.398647,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:42,3.9,6,3.733,3.894,3.754,2.837,2.792,3.632,3.312,3.386
1328,站_8689,蔚来换电站(龙门寺服务区蚌埠方向),长丰县,龙门寺蚌合高速S17合肥方向,117.105902,32.138175,汽车服务;换电站;换电站,,新能源汽车充电桩,2026/1/27 20:42,3.6,15,3.327,3.75,3.503,3.154,2.801,3.013,3.833,3.585
1329,站_5442,汽车充电站(闪开合肥都荟上城樱花园十六栋快充站)(内部专用),长丰县,双墩镇都荟上城·樱花园,117.254684,32.036263,汽车服务;充电站;充电站,4006679990,新能源汽车充电桩,2026/1/27 20:42,3.4,17,2.907,4.308,3.686,3.385,2.426,3.041,3.74,3.069
1330,站_7983,合肥充电长丰县新城公园充电站,长丰县,新城公园停车场,117.163852,32.467603,汽车服务;汽车服务相关;汽车服务相关,,新能源汽车充电桩,2026/1/27 20:42,3.4,20,3.288,4.18,2.598,3.405,2.928,3.991,3.021,3.371
1331,站_5373,蔚来能源汽车充电站(S17蚌合高速龙门寺服务区蚌埠方向),长丰县,龙门寺服务区与S17蚌合高速交叉口北300米,117.106117,32.138105,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.4,29,3.754,3.512,3.921,3.939,3.585,2.882,2.593,3.071
1332,站_2157,合肥充电北城凤梅家园西区充电站,长丰县,润梅路3号,117.245732,31.975775,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.7,24,3.464,4.421,3.116,3.906,2.629,3.211,3.632,2.992
1333,站_5999,云快充汽车充电站(红瑞德超市),长丰县,罗塘乡甲道社区红旗站红瑞德购物超市,117.070085,32.453131,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:42,3.2,24,3.44,3.906,3.989,2.952,3.614,3.468,3.702,3.475
1334,站_8682,皖小能汽车充电站(中试城安徽总部基地),长丰县,中国中试城安徽总部基地双凤经济开发区金梅路东016号,117.266,31.976662,汽车服务;充电站;充电站,17356531078,新能源汽车充电桩,2026/1/27 20:42,3.4,27,3.683,3.529,3.756,2.972,2.346,2.813,2.868,2.81
1335,站_8112,蔚景云汽车充电站(倍来充安徽同铸工程机械有限公司充电站),长丰县,岗集镇岗淮路安徽同铸工程机械有限公司,117.14561,31.967793,汽车服务;充电站;充电站,4006803880,新能源汽车充电桩,2026/1/27 20:42,3.4,17,3.292,4.487,2.964,3.427,2.693,2.831,3.384,3.742
1336,站_7534,云快充汽车充电站(罗戴路),长丰县,罗塘乡S230与罗戴路交叉口西北角,117.15875,32.386374,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:42,3.7,19,3.289,4.033,2.604,3.377,3.588,3.742,3.823,3.313
1337,站_8571,特来电汽车充电站(毅威出行王中王蜂充电站),长丰县,双墩镇凤麟路23号安徽王中王蜂产品有限公司,117.275116,31.973507,汽车服务;充电站;充电站,4008806700,新能源汽车充电桩,2026/1/27 20:42,4.4,7,3.516,4.474,2.728,3.35,3.207,2.882,4.038,2.958
1338,站_6788,能效邻里共享汽车充电站(成德小院直流快充),长丰县,西南一环小区17栋与18栋之间最东边,117.14609,32.126507,汽车服务;充电站;充电站,15155906915,新能源汽车充电桩,2026/1/27 20:42,3.8,11,3.372,3.563,3.325,3.425,2.996,3.518,4.067,3.152
1339,站_7116,汽车充电站(合肥充电北城兴盛路站),长丰县,双墩路71号,117.252164,32.009833,汽车服务;汽车服务相关;汽车服务相关,,新能源汽车充电桩,2026/1/27 20:42,4.5,9,2.961,3.676,3.169,3.128,2.078,3.852,2.91,3.41
1340,站_6055,皖小能汽车充电站(吴山镇井岗村),长丰县,井岗社区居委会053县道与206国道交叉口西200米吴山镇交通运输管理所附近,117.0919,32.060337,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.3,17,3.308,4.367,3.894,3.013,2.939,2.866,2.672,3.704
1341,站_6205,皖小能汽车充电站,长丰县,长淮路63号,117.164622,32.460628,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,4.6,22,3.209,3.755,3.401,3.75,2.058,3.849,3.289,3.592
1342,站_9767,莱充汽车充电站(水庄路(永辉平价超市),长丰县,罗塘乡永辉锦坤平价超市,117.149188,32.409385,汽车服务;充电站;充电站,13865975255,新能源汽车充电桩,2026/1/27 20:42,3.6,8,3.387,4.448,3.034,3.283,3.409,2.997,2.776,3.247
1343,站_2642,国家电网汽车充电站(安徽省合肥市长丰县杜集中心供电所有序交流充电站),长丰县,长丰县公安局杜集派出所院内,117.35384,32.36308,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:42,4.5,12,3.191,3.654,3.991,3.311,3.211,3.767,3.368,3.757
1344,站_8997,皖小能汽车充电站(岗集镇卧龙山社区),长丰县,岗集镇卧龙山社区土山小学,117.11846,31.993713,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.4,9,3.704,4.283,2.961,3.673,3.231,2.852,4.036,3.728
1345,站_3628,皖小能汽车充电站(左店镇永丰社区),长丰县,左店镇永丰社区居委会左店镇,117.237564,32.389748,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.2,10,3.756,3.722,3.388,3.576,3.134,3.252,3.126,3.598
1346,站_2272,星星充电汽车充电站(安徽国际商务职业学院)(内部专用),长丰县,双墩镇思诚楼安徽国际商务职业学院,117.271034,31.986408,汽车服务;充电站;专用充电站,4008280768,新能源汽车充电桩,2026/1/27 20:42,4.4,22,3.644,3.967,3.196,3.485,2.892,3.751,3.739,3.077
1347,站_1384,驴充充汽车充电站(刘兴村),长丰县,S322刘兴村地面停车场,117.398751,32.361364,汽车服务;充电站;充电站,0797-966999,新能源汽车充电桩,2026/1/27 20:42,4,21,3.095,3.816,3.48,3.169,3.465,3.642,2.899,3.656
1348,站_2091,蔚景云汽车充电站(凤麟兰庭二期10号楼充电站),长丰县,双墩镇凤麟兰庭2期10号楼北侧负一层地下车库,117.29856,31.954056,汽车服务;充电站;充电站,4006803880,新能源汽车充电桩,2026/1/27 20:42,3.2,5,3.323,4.223,3.575,3.381,3.555,3.774,3.135,2.975
1349,站_5176,小朗充电汽车充电站(长丰县金地方邻共享充电站),长丰县,双墩镇肯德基(合肥金地自在城店)金地·方邻(合肥北城店),117.240776,32.027447,汽车服务;充电站;充电站,4008806700,新能源汽车充电桩,2026/1/27 20:42,3.7,26,3.661,4.417,2.584,3.506,3.606,3.504,4.06,3.065
1350,站_2111,皖小能汽车充电站(水湖镇水务局),长丰县,东苑新村小区长寿路与吴山路交叉口西南100米,117.16299,32.48042,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.5,11,2.793,3.765,3.326,3.544,2.377,3.16,3.714,3.994
1351,站_6845,兢劲电研汽车充电站(电摩站),长丰县,双凤开发区金大地翡翠公馆20栋B-104,117.26684,31.960516,汽车服务;充电站;充电站,18133688685,新能源汽车充电桩,2026/1/27 20:42,3.3,28,3.08,3.607,2.926,2.998,2.234,3.607,4,2.899
1352,站_3122,小桔充电汽车充电站(翔孚快享充长丰税务局充电站),长丰县,国家税务总局长丰县税务局,117.24539,32.0336,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:42,3.4,15,3.171,3.551,3.407,3.887,2.325,3.729,3.096,3.869
1353,站_4577,皖小能汽车充电站(下塘镇陶湖社区),长丰县,长丰农村商业银行(陶湖支行)下塘镇交通街,117.212008,32.254093,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.5,11,2.727,3.559,3.108,3.474,2.335,3.112,3.079,3.956
1354,站_8410,国家电网汽车充电站(安徽省合肥市长丰县庄墓中心供电所有序交流充电站),长丰县,庄墓镇庄大路与206国道交叉口西南100米院外,117.125,32.339,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:42,4.6,14,2.969,3.974,4.5,3.603,2.636,3.23,3.094,4.245
1355,站_3713,皖小能汽车充电站(左店镇左店社区安置房),长丰县,左店镇左店社区安置房地面停车场,117.235596,32.40861,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4,14,2.74,4.189,3.227,3.701,2.411,3.67,3.256,3.284
1356,站_5050,蔚景云汽车充电站(安徽皖通科技股份有限公司),长丰县,双墩镇合水路,117.245445,32.112907,汽车服务;充电站;个人充电站,4006803880,新能源汽车充电桩,2026/1/27 20:42,3.5,22,2.767,4.028,3.659,3.185,2.757,3.161,3.215,2.983
1357,站_3603,能效邻里共享汽车充电站(晶创能效充电桩7KW),长丰县,晶创汽车服务有限公司门口,117.19313,31.940395,汽车服务;充电站;充电站,15209823218,新能源汽车充电桩,2026/1/27 20:42,3.7,22,3.788,3.942,2.655,3.131,3.752,3.249,3.055,3.076
1358,站_8839,充小兽汽车充电站(宝湾国际站),长丰县,合肥德爱威建材有限公司(淮南路西300米),117.29519,31.938362,汽车服务;充电站;充电站,18605518868,新能源汽车充电桩,2026/1/27 20:42,3.7,6,3.811,4.129,3.501,3.841,3.745,3.037,4.116,3.198
1359,站_4861,蔚享天成汽车充电站(瑞龙花园),长丰县,瑞龙花园,117.25179,31.98151,汽车服务;充电站;充电站,19556541806,新能源汽车充电桩,2026/1/27 20:42,4.5,24,3.767,4.068,2.543,2.912,2.793,3.273,3.992,3.419
1360,站_8010,皖小能汽车充电站(吴山镇五十埠社区),长丰县,吴山镇五十埠社区退役军人服务管理站长丰县吴山镇五十埠社区居民委员会,117.09488,32.07181,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.8,8,3.417,3.612,3.116,3.117,2.586,3.079,2.811,3.867
1361,站_8189,达克云汽车充电站(合肥晶宫绿建充电站),长丰县,吴山镇青年路与206国道交叉口西南200米合肥晶宫绿建节能建筑有限责任公司,117.089264,32.07696,汽车服务;充电站;充电站,4006717555,新能源汽车充电桩,2026/1/27 20:42,4.3,7,3.507,4.496,3.319,3.09,2.122,3.411,2.634,2.963
1362,站_9740,达克云汽车充电站(长丰农村商业银行充电桩),长丰县,长丰农村商业银行,117.191154,31.943796,汽车服务;充电站;充电站,4006717555,新能源汽车充电桩,2026/1/27 20:42,3.7,14,2.756,4.189,2.894,2.899,3.455,3.375,3.103,3.86
1363,站_2085,比亚迪电动汽车家用慢充桩7kw,长丰县,恒大帝景附近,117.255154,32.02671,汽车服务;充电站;充电站,18755655206,新能源汽车充电桩,2026/1/27 20:42,4.3,22,2.915,4.458,3.496,3.257,3.11,3.994,3.634,3.885
1364,站_3543,皖小能汽车充电站(杨庙镇云峰村),长丰县,杨庙镇云峰村退役军人服务管理站杨庙镇云峰村党群服务中心,117.10924,32.182484,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.2,9,3.381,3.505,3.973,3.135,2.415,3.891,3.007,3.01
1365,站_3667,皖能岗集综合文化站停车场汽车充电站,长丰县,金岗大道1号,117.197725,31.942336,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,4.2,6,2.974,4.465,2.704,3.112,2.777,3.781,2.7,3.398
1366,站_7142,皖小能汽车充电站(左店镇陆桥社区),长丰县,左店镇陆桥社区,117.22796,32.44588,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.6,14,2.608,4.094,2.605,3.399,2.924,3.388,3.454,3.019
1367,站_6984,能效邻里共享汽车充电站(兴旺充电桩),长丰县,瑞徽苑地下车库B218,117.24303,32.00693,汽车服务;充电站;充电站,17775381253,新能源汽车充电桩,2026/1/27 20:42,4.6,16,3.274,4.055,3.717,2.825,3.555,2.952,2.857,3.65
1368,站_3079,超翔汽车充电站(梁庄幸福里小区),长丰县,梁庄幸福里内部地面停车场,117.25028,32.098118,汽车服务;充电站;充电站,15391931005,新能源汽车充电桩,2026/1/27 20:42,4.1,7,3.228,4.433,2.919,3.879,2.679,3.478,3.228,3.637
1369,站_1334,皖小能汽车充电站(水湖镇双杨花园),长丰县,双扬花园杨公路49号正东方向70米,117.160225,32.473373,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.4,9,3.349,3.979,3.311,3.688,3.79,2.953,2.892,2.979
1370,站_3252,皖小能汽车充电站(皖小能朱巷镇滨水家园),长丰县,中国中铁四局集团长丰县朱巷镇安置房(滨水家园)项目经理部朱巷东路,117.22299,32.32025,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.1,6,3.584,4.188,2.57,3.712,3.15,3.101,3.82,3.403
1371,站_8574,皖小能汽车充电站(下塘镇埠里社区),长丰县,下塘镇好又多超市(下塘镇埠里农贸市场店)下塘镇埠里农贸市场,117.32092,32.16565,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.3,27,2.659,3.667,3.812,3.848,2.276,3.927,3.158,3.85
1372,站_2951,国家电网汽车充电站(安徽省合肥市长丰县隆兴供电服务站有序交流充电站),长丰县,杜集乡隆兴街道院外,117.38015,32.33567,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:42,3.9,11,3.886,4.168,3.173,3.483,2.481,3.364,3.14,2.945
1373,站_3813,卓燕智行目的地充电站(四期洋房6栋南面),长丰县,下塘镇孔雀城四期,117.237885,32.18978,汽车服务;充电站;充电站,13303165961,新能源汽车充电桩,2026/1/27 20:42,3.3,18,3.285,4.386,3.114,3.491,2.771,2.913,3.286,2.881
1374,站_6961,皖小能汽车充电站(吴山镇牌碑社区),长丰县,吴山镇牌碑社区居民委员会,117.09304,32.131386,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.5,16,3.438,4.456,3.089,3.315,2.315,3.103,2.874,3.659
1375,站_4644,小桔充电汽车充电站(合肥市祥源玖悦湾小桔充电站),长丰县,岗集镇祥源玖悦湾,117.15828,31.96657,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:42,4.4,7,3.218,3.679,3.641,3.876,2.661,3.903,4.023,3.508
1376,站_2286,云快充汽车充电站(马郢充电站),长丰县,行走的树艺术农场(G206西)停车场,117.08063,32.165867,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:42,4.1,17,3.313,3.609,2.787,2.883,2.925,3.862,2.768,3.674
1377,站_2844,皖小能汽车充电站(岗集镇斗镇村),长丰县,中共岗集镇斗镇村支部委员会,117.092606,32.05013,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.5,15,3.669,3.888,2.579,3.158,2.354,2.893,2.995,3.833
1378,站_4939,云快充目的地充电站(双杰金店雅苑充电站),长丰县,下塘镇金店雅苑三期地下停车场,117.22626,32.18158,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:42,3.5,17,3.811,3.875,3.994,3.785,2.616,3.585,2.966,3.48
1379,站_3736,驴充充汽车充电站(恒泰泰悦荟停车场充电桩),长丰县,蒙城北路恒泰悦城恒泰·泰悦荟-A座,117.256645,31.965967,汽车服务;充电站;充电站,13522171315,新能源汽车充电桩,2026/1/27 20:42,4.5,7,3.992,3.726,3.121,3.165,2.949,3.343,3.986,3.14
1380,站_8250,汽车充电站(皖尚充长丰县朱巷镇前黄村站),长丰县,227省道,117.268426,32.33256,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.2,28,3.016,4.179,3.799,3.997,2.515,3.202,3.796,3.664
1381,站_9206,皖小能汽车充电站(庄墓镇庄王村),长丰县,庄墓镇庄王社区退役军人服务站庄墓镇庄王社区居民委员会,117.124466,32.352478,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.5,21,2.8,4.242,3.467,3.303,2.554,2.971,3.56,3.402
1382,站_3789,皖小能汽车充电站(罗塘乡张岗村),长丰县,罗塘乡人社社保服务窗口,117.09357,32.419605,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.7,5,3.155,4.071,3.282,3.479,3.106,3.067,3.47,2.923
1383,站_095,汽车充电站,长丰县,北城中环城一期地库A089号车位,117.252591,32.031157,汽车服务;充电站;充电站,18815697607,新能源汽车充电桩,2026/1/27 20:42,4,1,2.5,6.735,2.5,2.5,2.5,2.5,2.5,2.5
1384,站_6463,念湖中央公园电动汽车充电站,长丰县,凤麟大道辅路与红枫路交叉口北180米,117.227488,32.193904,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.8,23,2.616,3.567,2.534,3.868,2.63,3.248,3.279,3.477
1385,站_1832,皖小能汽车充电站(杜集镇陈岗村),长丰县,杜集镇陈岗村退役军人服务站杜集镇陈岗村,117.354904,32.42455,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.6,9,3.954,3.95,3.225,3.515,3.69,3.774,2.661,3.462
1386,站_1364,驴充充汽车充电站(长丰县罗集中心校),长丰县,S102(合水路)长丰县罗集中心校,117.24825,32.10774,汽车服务;充电站;充电站,0797-966999,新能源汽车充电桩,2026/1/27 20:42,3.7,10,3.473,3.359,3.745,3.878,3.764,3.097,2.75,4.203
1387,站_2367,皖小能汽车充电站(下塘镇万岗社区),长丰县,万岗社区退役军人服务管理站069乡道,117.21337,32.281124,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.3,10,3.199,3.615,2.8,3.146,3.052,3.848,3.211,3.857
1388,站_4906,皖小能汽车充电站(岗集镇前丰社区),长丰县,岗集镇前丰社区居民委员会岗集公租房,117.199,31.945044,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.4,22,2.881,3.852,3.618,3.704,2.402,2.996,2.506,2.865
1389,站_3730,皖小能汽车充电站(杜集镇新星村),长丰县,杜集镇新星村村民委员会,117.33277,32.41895,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.3,22,3.197,4.446,2.91,3.161,3.653,3.859,2.828,3.332
1390,站_2674,皖小能汽车充电站(水湖镇黄浒塘社区),长丰县,黄浒塘社区居民委员会金秋花园东北门旁,117.17025,32.49228,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.4,23,2.79,4.174,3.994,3.785,3.302,3.436,4.077,3.213
1391,站_1717,科大能通汽车充电站(合肥华地森林语-瑞园),长丰县,华地森林语-瑞园,117.256546,32.025154,汽车服务;充电站;充电站,4008042400,新能源汽车充电桩,2026/1/27 20:42,3.9,14,3.561,3.513,3.587,3.065,3.216,3.794,3.633,2.892
1392,站_9539,驴充充汽车充电站(恒泰城果二期),长丰县,金宁路恒泰城果-二期(双凤地铁站A口步行400米),117.26045,31.956036,汽车服务;充电站;充电站,13522171315,新能源汽车充电桩,2026/1/27 20:42,3.8,21,2.754,4.096,3.886,3.986,3.102,2.971,2.897,3.269
1393,站_1722,特来电充电站(安智行宝湾国际),长丰县,地面停车场002,117.296297,31.940767,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,4,17,3.46,4.499,3.89,3.47,2.586,3.632,3.273,2.824
1394,站_7509,皖小能汽车充电站(检察院),长丰县,水湖镇长丰县人民检察院,117.159485,32.473316,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.4,26,2.801,3.728,2.569,3.057,3.23,3.735,3.102,3.558
1395,站_4606,皖小能汽车充电站(陶楼镇高塘社区),长丰县,陶楼镇高塘社区居委会,117.17838,32.08262,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.1,18,3.336,3.714,3.398,3.8,2.72,3.537,3.063,3.166
1396,站_5530,皖小能汽车充电站(朱巷镇庞孤堆社区),长丰县,朱巷镇庞孤堆社区居民委员会,117.255775,32.341152,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.8,20,3.141,4.138,2.707,3.508,2.78,2.833,2.797,3.768
1397,站_1015,皖小能汽车充电站(双墩镇罗集村),长丰县,罗集村,117.24877,32.101585,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.1,24,3.814,4.236,3.621,3.894,2.138,3.363,3.952,3.898
1398,站_4038,皖小能汽车充电站(五七干校),长丰县,杜集镇胜利村五七干校,117.337326,32.392757,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.9,29,2.949,3.536,2.77,3.398,2.738,3.214,2.954,3.682
1399,站_1546,驴充充汽车充电站(恒泰城宫),长丰县,恒泰城宫恒泰城宫-94栋(双凤地铁站A口步行230米),117.25792,31.95826,汽车服务;充电站;充电站,13522171315,新能源汽车充电桩,2026/1/27 20:42,4.6,21,3.273,3.722,2.775,3.727,3.501,3.164,3.992,3.318
1400,站_7772,皖小能汽车充电站(下塘镇南集村),长丰县,下塘镇南集村村委会,117.29959,32.160934,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.6,11,3.024,4.308,2.593,3.23,2.587,3.64,2.555,3.086
1401,站_7764,汽车充电站(云快充站),长丰县,206国道,117.118066,32.322483,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.9,7,2.833,4.081,2.606,3.043,3.75,3.114,4.014,2.978
1402,站_3794,科大能通华地森林语锦园充电站,长丰县,阜阳北路g40号,117.255865,32.02269,汽车服务;充电站;充电站,4008042400,新能源汽车充电桩,2026/1/27 20:42,3.9,18,3.327,3.793,3.634,3.008,2.673,3.199,2.793,3.417
1403,站_3180,电动汽车充电站(金湖公园),长丰县,瑞风路与安居路交叉口西北160米,117.192813,31.957908,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,3.7,22,3.231,4.411,3.845,2.991,3.379,2.854,3.611,3.141
1404,站_1030,皖小能汽车充电站(岗集镇三十埠社区),长丰县,岗集镇三十埠社区长丰县岗集镇三十埠社区居民委员会,117.1768,31.982222,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.1,7,3.936,3.556,3.554,3.28,3.041,3.142,2.631,3.397
1405,站_1445,小桔充电充电站(合肥北城荣徽苑充电站),长丰县,兴隆路与聂公路交叉口北80米,117.247778,32.012899,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:42,4.2,20,2.615,4.046,3.832,2.843,2.213,3.887,3.856,3.091
